filename,cluster,title
2203.06102v2.txt,12,"Pitfalls of Epistemic Uncertainty Quantification through Loss   Minimisation"
2203.07080v1.txt,14,"Probabilistic forecasts of wind power generation in regions with complex   topography using deep learning methods: An Arctic case"
2203.08295v1.txt,11,"Self-Distribution Distillation: Efficient Uncertainty Estimation"
2204.00778v1.txt,14,"Distributional Gradient Boosting Machines"
2204.04674v1.txt,10,"Is my Driver Observation Model Overconfident? Input-guided Calibration   Networks for Reliable and Interpretable Confidence Estimates"
2204.09308v1.txt,12,"A Deeper Look into Aleatoric and Epistemic Uncertainty Disentanglement"
2204.09389v2.txt,11,"Epistemic Uncertainty-Weighted Loss for Visual Bias Mitigation"
2204.09404v1.txt,8,"A Probabilistic Time-Evolving Approach to Scanpath Prediction"
2204.09640v3.txt,14,"Probabilistic AutoRegressive Neural Networks for Accurate Long-range   Forecasting"
2204.10963v2.txt,9,"Local Gaussian process extrapolation for BART models with applications   to causal inference"
2204.12420v2.txt,0,"Interpretable Battery Cycle Life Range Prediction Using Early   Degradation Data at Cell Level"
2205.00865v1.txt,14,"WeatherBench Probability: A benchmark dataset for probabilistic   medium-range weather forecasting along with deep learning baseline models"
2205.02260v2.txt,9,"Multivariate Prediction Intervals for Random Forests"
2205.02447v1.txt,14,"A Deep Learning Approach to Dst Index Prediction"
2205.02670v3.txt,8,"Unsupervised Mismatch Localization in Cross-Modal Sequential Data with   Application to Mispronunciations Localization"
2205.03194v1.txt,9,"Scalable computation of prediction intervals for neural networks via   matrix sketching"
2205.04009v2.txt,8,"Posterior Collapse of a Linear Latent Variable Model"
2205.08698v1.txt,14,"Optimal Adaptive Prediction Intervals for Electricity Load Forecasting   in Distribution Systems via Reinforcement Learning"
2205.08766v1.txt,8,"Marginal and Joint Cross-Entropies & Predictives for Online Bayesian   Inference, Active Learning, and Active Sampling"
2205.09940v2.txt,0,"Conformal Prediction with Temporal Quantile Adjustments"
2205.09968v1.txt,7,"A General Framework for quantifying Aleatoric and Epistemic uncertainty   in Graph Neural Networks"
2205.10279v1.txt,8,"Pre-Train Your Loss: Easy Bayesian Transfer Learning with Informative   Priors"
2205.12510v1.txt,8,"Exact Phase Transitions in Deep Learning"
2205.12940v3.txt,9,"Conformal Prediction Intervals with Temporal Dependence"
2205.13826v4.txt,14,"Multivariate Probabilistic Forecasting of Intraday Electricity Prices   using Normalizing Flows"
2205.14439v1.txt,1,"Laplace HypoPINN: Physics-Informed Neural Network for hypocenter   localization and its predictive uncertainty"
2206.01558v1.txt,2,"Disentangling Epistemic and Aleatoric Uncertainty in Reinforcement   Learning"
2206.01606v2.txt,3,"Excess risk analysis for epistemic uncertainty with application to   variational inference"
2206.04287v1.txt,12,"Evaluating Aleatoric Uncertainty via Conditional Generative Models"
2206.04405v2.txt,2,"Conformal Off-Policy Prediction in Contextual Bandits"
2206.04860v2.txt,0,"Conformal Prediction Intervals for Markov Decision Process Trajectories"
2206.06711v2.txt,9,"Conformal Off-policy Prediction"
2206.07851v1.txt,5,"Conformal prediction set for time-series"
2206.08900v2.txt,8,"Adapting the Linearised Laplace Model Evidence for Modern Deep Learning"
2206.12882v1.txt,14,"fETSmcs: Feature-based ETS model component selection"
2206.13071v1.txt,11,"Uncertainty Calibration for Deep Audio Classifiers"
2206.13116v1.txt,11,"Transfer learning for ensembles: reducing computation time and keeping   the diversity"
2206.14615v1.txt,3,"Quantification of Deep Neural Network Prediction Uncertainties for VVUQ   of Machine Learning Models"
2207.00610v3.txt,14,"A Temporal Fusion Transformer for Long-term Explainable Prediction of   Emergency Department Overcrowding"
2207.00788v2.txt,2,"Long-Tail Prediction Uncertainty Aware Trajectory Planning for   Self-driving Vehicles"
2207.01524v3.txt,3,"Variational Neural Networks"
2207.01868v2.txt,6,"Bayesian approaches for Quantifying Clinicians' Variability in Medical   Image Quantification"
2207.02238v1.txt,6,"Improving Trustworthiness of AI Disease Severity Rating in Medical   Imaging with Ordinal Conformal Prediction Sets"
2207.02808v8.txt,0,"Improved conformalized quantile regression"
2207.03324v1.txt,12,"Calibrate to Interpret"
2207.05219v2.txt,2,"Grounding Aleatoric Uncertainty for Unsupervised Environment Design"
2207.06529v3.txt,4,"Estimating Classification Confidence Using Kernel Densities"
2207.06873v1.txt,11,"BayesCap: Bayesian Identity Cap for Calibrated Uncertainty in Frozen   Neural Networks"
2207.08200v1.txt,11,"Uncertainty Calibration in Bayesian Neural Networks via Distance-Aware   Priors"
2207.09031v4.txt,11,"Decorrelative Network Architecture for Robust Electrocardiogram   Classification"
2207.10716v2.txt,9,"JAWS: Auditing Predictive Uncertainty Under Covariate Shift"
2207.11628v1.txt,0,"Prediction Intervals in the Beta Autoregressive Moving Average Model"
2207.12274v1.txt,9,"MAPIE: an open-source library for distribution-free uncertainty   quantification"
2207.14219v9.txt,0,"A general framework for multi-step ahead adaptive conformal   heteroscedastic time series forecasting"
2208.01565v1.txt,1,"Approximate Bayesian Neural Operators: Uncertainty Quantification for   Parametric PDEs"
2208.05875v1.txt,14,"Uncertainty Quantification for Traffic Forecasting: A Unified Approach"
2208.06038v1.txt,6,"Region-Based Evidential Deep Learning to Quantify Uncertainty and   Improve Robustness of Brain Tumor Segmentation"
2208.10533v3.txt,2,"Some Supervision Required: Incorporating Oracle Policies in   Reinforcement Learning via Epistemic Uncertainty Metrics"
2208.10836v2.txt,12,"Evaluating Machine Unlearning via Epistemic Uncertainty"
2209.01611v1.txt,11,"ProBoost: a Boosting Method for Probabilistic Classifiers"
2209.01908v1.txt,3,"Ensemble of Pre-Trained Neural Networks for Segmentation and Quality   Detection of Transmission Electron Microscopy Images"
2209.03148v2.txt,11,"Improving Out-of-Distribution Detection via Epistemic Uncertainty   Adversarial Training"
2209.03302v2.txt,12,"Quantifying Aleatoric and Epistemic Uncertainty in Machine Learning: Are   Conditional Entropy and Mutual Information Appropriate Measures?"
2209.06454v1.txt,9,"Prediction Intervals and Confidence Regions for Symbolic Regression   Models based on Likelihood Profiles"
2209.08307v2.txt,9,"A review of predictive uncertainty estimation with machine learning"
2209.10877v1.txt,6,"Beyond Voxel Prediction Uncertainty: Identifying brain lesions you can   trust"
2209.11115v1.txt,10,"Uncertainty-aware Perception Models for Off-road Autonomous Unmanned   Ground Vehicles"
2209.11679v2.txt,12,"Rethinking Missing Data: Aleatoric Uncertainty-Aware Recommendation"
2209.14594v1.txt,11,"Bayesian Neural Network Versus Ex-Post Calibration For Prediction   Uncertainty"
2210.00173v4.txt,5,"Predictive Inference with Feature Conformal Prediction"
2210.00646v1.txt,10,"Pixel-global Self-supervised Learning with Uncertainty-aware Context   Stabilizer"
2210.02015v2.txt,0,"Conformalized Fairness via Quantile Regression"
2210.02585v1.txt,2,"Query The Agent: Improving sample efficiency through epistemic   uncertainty estimation"
2210.03649v1.txt,2,"How to Enable Uncertainty Estimation in Proximal Policy Optimization"
2210.04318v5.txt,9,"Prediction intervals for neural network models using weighted asymmetric   loss functions"
2210.05230v1.txt,13,"From Mimicking to Integrating: Knowledge Integration for Pre-Trained   Language Models"
2210.05354v1.txt,5,"Constructing Prediction Intervals with Neural Networks: An Empirical   Evaluation of Bootstrapping and Conformal Inference Methods"
2210.05989v2.txt,2,"Probabilities Are Not Enough: Formal Controller Synthesis for Stochastic   Dynamical Models with Epistemic Uncertainty"
2210.09256v1.txt,2,"On Uncertainty in Deep State Space Models for Model-Based Reinforcement   Learning"
2210.09818v1.txt,11,"Disentangling the Predictive Variance of Deep Ensembles through the   Neural Tangent Kernel"
2210.09909v1.txt,6,"Uncertainty estimation for out-of-distribution detection in   computational histopathology"
2210.10161v1.txt,0,"Nonparametric Quantile Regression: Non-Crossing Constraints and   Conformal Prediction"
2210.10780v2.txt,3,"An out-of-distribution discriminator based on Bayesian neural network   epistemic uncertainty"
2210.12928v3.txt,8,"GFlowOut: Dropout with Generative Flow Networks"
2210.12957v1.txt,8,"On the optimization and pruning for Bayesian deep learning"
2210.15452v1.txt,13,"Exploring Predictive Uncertainty and Calibration in NLP: A Study on the   Impact of Method & Data Scarcity"
2210.16247v1.txt,9,"Nonparametric Probabilistic Regression with Coarse Learners"
2210.16955v2.txt,4,"Learning to Defer to Multiple Experts: Consistent Surrogate Losses,   Confidence Calibration, and Conformal Ensembles"
2210.17043v1.txt,3,"Evaluating Point-Prediction Uncertainties in Neural Networks for Drug   Discovery"
2210.17092v1.txt,11,"Confidence-Nets: A Step Towards better Prediction Intervals for   regression Neural Networks on small datasets"
2211.02375v2.txt,0,"Conformal Quantitative Predictive Monitoring of STL Requirements for   Stochastic Processes"
2211.03041v1.txt,13,"Calibration Meets Explanation: A Simple and Effective Approach for Model   Confidence Estimates"
2211.04976v1.txt,14,"Workload Forecasting of a Logistic Node Using Bayesian Neural Networks"
2211.08654v1.txt,3,"Prediction and Uncertainty Quantification of SAFARI-1 Axial Neutron Flux   Profiles with Neural Networks"
2211.09283v1.txt,8,"Active Learning with Expected Error Reduction"
2211.10193v1.txt,4,"Layer-Stack Temperature Scaling"
2211.12717v1.txt,8,"Benchmarking Bayesian Deep Learning on Diabetic Retinopathy Detection   Tasks"
2211.16462v2.txt,0,"Will My Robot Achieve My Goals? Predicting the Probability that an MDP   Policy Reaches a User-Specified Behavior Target"
2212.03463v3.txt,0,"Sequential Predictive Conformal Inference for Time Series"
2212.04567v1.txt,14,"Enhanced prediction accuracy with uncertainty quantification in   monitoring CO2 sequestration using convolutional neural networks"
2212.06278v3.txt,6,"Efficient Bayesian Uncertainty Estimation for nnU-Net"
2212.06370v4.txt,9,"Dual Accuracy-Quality-Driven Neural Network for Prediction Interval   Generation"
2212.07026v1.txt,12,"Improving group robustness under noisy labels using predictive   uncertainty"
2212.08123v3.txt,8,"Bayesian posterior approximation with stochastic ensembles"
2212.12053v4.txt,10,"On Calibrating Semantic Segmentation Models: Analyses and An Algorithm"
2212.13359v1.txt,11,"Uncertainty-Aware Performance Prediction for Highly Configurable   Software Systems via Bayesian Neural Networks"
2301.01054v2.txt,11,"Benchmarking common uncertainty estimation methods with   histopathological images under domain shift and label noise"
2301.05297v1.txt,11,"Towards Dependable Autonomous Systems Based on Bayesian Deep Learning   Components"
2301.07316v1.txt,11,"Adaptively Integrated Knowledge Distillation and Prediction Uncertainty   for Continual Learning"
2301.08949v1.txt,14,"Estimation of Sea State Parameters from Ship Motion Responses Using   Attention-based Neural Networks"
2301.12736v1.txt,12,"On Second-Order Scoring Rules for Epistemic Uncertainty Quantification"
2302.00453v2.txt,8,"Width and Depth Limits Commute in Residual Networks"
2302.00872v1.txt,5,"Reliable Prediction Intervals with Directly Optimized Inductive   Conformal Regression for Deep Learning"
2302.01312v3.txt,3,"Normalizing Flow Ensembles for Rich Aleatoric and Epistemic Uncertainty   Modeling"
2302.02595v1.txt,7,"Clarifying Trust of Materials Property Predictions using Neural Networks   with Distribution-Specific Uncertainty Quantification"
2302.02622v1.txt,10,"Uncertainty Calibration and its Application to Object Detection"
2302.02865v3.txt,11,"Probabilistic Contrastive Learning Recovers the Correct Aleatoric   Uncertainty of Ambiguous Inputs"
2302.02924v1.txt,11,"Dropout Injection at Test Time for Post Hoc Uncertainty Quantification   in Neural Networks"
2302.04730v1.txt,11,"A Benchmark on Uncertainty Quantification for Deep Learning Prognostics"
2302.06245v2.txt,4,"Calibrating a Deep Neural Network with Its Predecessors"
2302.06544v3.txt,3,"Probabilistic Circuits That Know What They Don't Know"
2302.06690v1.txt,4,"Bag of Tricks for In-Distribution Calibration of Pretrained Transformers"
2302.06827v3.txt,3,"B-BACN: Bayesian Boundary-Aware Convolutional Network for Crack   Characterization"
2302.08669v1.txt,2,"Learning to Forecast Aleatoric and Epistemic Uncertainties over Long   Horizon Trajectories"
2302.08981v2.txt,4,"Black-Box Batch Active Learning for Regression"
2302.09369v2.txt,8,"Calibrating the Rigged Lottery: Making All Tickets Reliable"
2302.09656v5.txt,3,"Credal Bayesian Deep Learning"
2302.12238v1.txt,5,"Improving Adaptive Conformal Prediction Using Self-Supervised Learning"
2302.14552v1.txt,11,"Toward Robust Uncertainty Estimation with Random Activation Functions"
2303.00871v1.txt,10,"Bayesian Deep Learning for Affordance Segmentation in images"
2303.01422v2.txt,5,"Design-based conformal prediction"
2303.02207v1.txt,10,"Lightweight, Uncertainty-Aware Conformalized Visual Odometry"
2303.02970v1.txt,4,"Rethinking Confidence Calibration for Failure Prediction"
2303.06946v1.txt,4,"Context-Aware Selective Label Smoothing for Calibrating Sequence   Recognition Model"
2303.08599v1.txt,13,"Efficient Uncertainty Estimation with Gaussian Process for Reliable   Dialog Response Retrieval"
2303.09273v1.txt,14,"Adaptive Modeling of Uncertainties for Traffic Forecasting"
2303.09692v3.txt,12,"Probabilistic unifying relations for modelling epistemic and aleatoric   uncertainty: semantics and automated reasoning with theorem proving"
2303.10761v1.txt,11,"Calibration of Neural Networks"
2303.10954v1.txt,11,"Uncertainty-aware deep learning for digital twin-driven monitoring:   Application to fault detection in power lines"
2303.12695v2.txt,0,"Adaptive Conformal Prediction by Reweighting Nonconformity Score"
2303.13123v2.txt,6,"Laplacian Segmentation Networks Improve Epistemic Uncertainty   Quantification"
2303.13525v2.txt,14,"Forecasting Workload in Cloud Computing: Towards Uncertainty-Aware   Predictions and Transfer Learning"
2303.14760v3.txt,9,"Extrapolation to complete basis-set limit in density-functional theory   by quantile random-forest models"
2304.00970v1.txt,5,"Development and Evaluation of Conformal Prediction Methods for QSAR"
2304.01426v1.txt,0,"Conformalized Unconditional Quantile Regression"
2304.03646v2.txt,12,"Fairness through Aleatoric Uncertainty"
2304.03778v3.txt,5,"Conformal Regression in Calorie Prediction for Team Jumbo-Visma"
2304.04824v1.txt,11,"Gradient-based Uncertainty Attribution for Explainable Bayesian Deep   Learning"
2304.08653v1.txt,13,"On Uncertainty Calibration and Selective Generation in Probabilistic   Neural Summarization: A Benchmark Study"
2304.11732v1.txt,9,"Quantile Extreme Gradient Boosting for Uncertainty Quantification"
2304.13192v1.txt,6,"Towards Reliable Colorectal Cancer Polyps Classification via Vision   Based Tactile Sensing and Confidence-Calibrated Neural Networks"
2304.14925v1.txt,3,"Uncertainty Aware Neural Network from Similarity and Sensitivity"
2305.00950v1.txt,6,"Probabilistic 3D segmentation for aleatoric uncertainty quantification   in full 3D medical data"
2305.03829v4.txt,6,"Improving Image-Based Precision Medicine with Uncertainty-Aware Causal   Models"
2305.05912v1.txt,8,"A Hybrid of Generative and Discriminative Models Based on the   Gaussian-coupled Softmax Layer"
2305.07618v3.txt,6,"Uncertainty Estimation and Out-of-Distribution Detection for Deep   Learning-Based Image Reconstruction using the Local Lipschitz"
2305.08744v1.txt,11,"Integrating Uncertainty into Neural Network-based Speech Enhancement"
2305.13290v1.txt,3,"Uncertainty and Structure in Neural Ordinary Differential Equations"
2305.16325v2.txt,7,"Graph Neural Network Interatomic Potential Ensembles with Calibrated   Aleatoric and Epistemic Uncertainty on Energy and Forces"
2305.18671v2.txt,11,"Perturbation-Assisted Sample Synthesis: A Novel Approach for Uncertainty   Quantification"
2305.19901v1.txt,5,"Adaptive Conformal Regression with Jackknife+ Rescaled Scores"
2306.00418v2.txt,13,"Uncertainty-Aware Unlikelihood Learning Improves Generative Aspect   Sentiment Quad Prediction"
2306.00560v4.txt,10,"Hinge-Wasserstein: Estimating Multimodal Aleatoric Uncertainty in   Regression Tasks"
2306.01265v1.txt,4,"Calibrating Multimodal Learning"
2306.01549v1.txt,13,"Evaluating Machine Translation Quality with Conformal Predictive   Distributions"
2306.02732v1.txt,0,"Conformal Prediction with Missing Values"
2306.03010v1.txt,14,"Interval Load Forecasting for Individual Households in the Presence of   Electric Vehicle Charging"
2306.04590v2.txt,11,"Proximity-Informed Calibration for Deep Neural Networks"
2306.04648v1.txt,5,"On training locally adaptive CP"
2306.05358v1.txt,11,"Trustworthy Sensor Fusion against Inaudible Command Attacks in Advanced   Driver-Assistance System"
2306.05724v2.txt,12,"Explaining Predictive Uncertainty with Information Theoretic Shapley   Values"
2306.06024v3.txt,14,"Self-Interpretable Time Series Prediction with Counterfactual   Explanations"
2306.06528v2.txt,8,"Push: Concurrent Probabilistic Programming for Bayesian Deep Learning"
2306.07171v1.txt,12,"Shapley Value on Probabilistic Classifiers"
2306.07499v1.txt,13,"Improving Opinion-based Question Answering Systems Through Label Error   Detection and Overwrite"
2306.08693v2.txt,0,"Integrating Uncertainty Awareness into Conformalized Quantile Regression"
2306.09520v2.txt,9,"Ensembled Prediction Intervals for Causal Outcomes Under Hidden   Confounding"
2306.09586v1.txt,12,"Is the Volume of a Credal Set a Good Measure for Epistemic Uncertainty?"
2306.09686v2.txt,8,"Collapsed Inference for Bayesian Deep Learning"
2306.12306v3.txt,8,"Beyond Deep Ensembles: A Large-Scale Evaluation of Bayesian Deep   Learning under Distribution Shift"
2306.12497v2.txt,11,"Density Uncertainty Layers for Reliable Uncertainty Estimation"
2306.15159v1.txt,3,"Evaluation of machine learning architectures on the quantification of   epistemic and aleatoric uncertainties in complex dynamical systems"
2306.15163v1.txt,8,"Wasserstein Generative Regression"
2306.16549v2.txt,0,"UTOPIA: Universally Trainable Optimal Prediction Intervals Aggregation"
2306.17630v2.txt,4,"Navigating Noise: A Study of How Noise Influences Generalisation and   Calibration of Neural Networks"
2307.01325v1.txt,11,"Robust Uncertainty Estimation for Classification of Maritime Objects"
2307.01379v3.txt,13,"Shifting Attention to Relevance: Towards the Predictive Uncertainty   Quantification of Free-Form Large Language Models"
2307.02454v1.txt,11,"Transgressing the boundaries: towards a rigorous understanding of deep   learning and its (non-)robustness"
2307.03699v1.txt,13,"Unveiling the Potential of Knowledge-Prompted ChatGPT for Enhancing Drug   Trafficking Detection on Social Media"
2307.04993v1.txt,0,"Uncertainty Quantification of the Virial Black Hole Mass with Conformal   Prediction"
2307.06055v1.txt,8,"Function-Space Regularization for Deep Bayesian Classification"
2307.06093v2.txt,8,"Online Laplace Model Selection Revisited"
2307.08187v4.txt,4,"An Empirical Study of Pre-trained Model Selection for   Out-of-Distribution Generalization and Calibration"
2307.13124v4.txt,5,"Conformal prediction for frequency-severity modeling"
2308.01731v1.txt,9,"Quantification of Predictive Uncertainty via Inference-Time Sampling"
2308.03172v1.txt,4,"Two Sides of Miscalibration: Identifying Over and Under-Confidence   Prediction for Network Calibration"
2308.04653v1.txt,6,"Assessing the performance of deep learning-based models for prostate   cancer segmentation using uncertainty scores"
2308.06299v1.txt,10,"Defensive Perception: Estimation and Monitoring of Neural Network   Performance under Deployment"
2308.06665v1.txt,4,"Unsupervised Adaptation of Polyp Segmentation Models via Coarse-to-Fine   Self-Supervision"
2308.06849v1.txt,8,"When Monte-Carlo Dropout Meets Multi-Exit: Optimizing Bayesian Neural   Networks on FPGA"
2308.10322v1.txt,11,"Homogenising SoHO/EIT and SDO/AIA 171Å$~$ Images: A Deep Learning   Approach"
2308.11975v1.txt,5,"Approximating Score-based Explanation Techniques Using Conformal   Regression"
2308.13498v4.txt,12,"Efficient Epistemic Uncertainty Estimation in Regression Ensemble Models   Using Pairwise-Distance Estimators"
2308.14895v1.txt,5,"Conformal Meta-learners for Predictive Inference of Individual Treatment   Effects"
2308.15180v1.txt,9,"Small Area Estimation with Random Forests and the LASSO"
2308.15492v1.txt,8,"Deep Learning and Bayesian inference for Inverse Problems"
2309.01978v1.txt,14,"An LSTM-Based Predictive Monitoring Method for Data with Time-varying   Variability"
2309.03061v1.txt,8,"Learning Active Subspaces for Effective and Scalable Uncertainty   Quantification in Deep Neural Networks"
2309.04742v2.txt,3,"Affine Invariant Ensemble Transform Methods to Improve Predictive   Uncertainty in Neural Networks"
2309.06348v1.txt,7,"Band-gap regression with architecture-optimized message-passing neural   networks"
2309.07374v1.txt,11,"Beta quantile regression for robust estimation of uncertainty in the   presence of outliers"
2309.07694v1.txt,13,"Tree of Uncertain Thoughts Reasoning for Large Language Models"
2309.08313v2.txt,5,"Conditional validity of heteroskedastic conformal regression"
2309.08783v4.txt,1,"Quantifying predictive uncertainty of aphasia severity in stroke   patients with sparse heteroscedastic Bayesian high-dimensional regression"
2309.10976v1.txt,7,"Accurate and Scalable Estimation of Epistemic Uncertainty for Graph   Neural Networks"
2309.11089v1.txt,2,"Practical Probabilistic Model-based Deep Reinforcement Learning by   Integrating Dropout Uncertainty and Trajectory Sampling"
2309.12510v1.txt,9,"Confidence Calibration for Systems with Cascaded Predictive Modules"
2309.13207v2.txt,11,"Evidential Deep Learning: Enhancing Predictive Uncertainty Estimation   for Earth System Science Applications"
2309.16536v2.txt,6,"Uncertainty Quantification for Eosinophil Segmentation"
2309.17446v2.txt,13,"L2CEval: Evaluating Language-to-Code Generation Capabilities of Large   Language Models"
2310.01189v1.txt,8,"If there is no underfitting, there is no Cold Posterior Effect"
2310.02416v2.txt,4,"Bag of Tricks for Fully Test-Time Adaptation"
2310.02863v1.txt,0,"Conformal Predictions for Longitudinal Data"
2310.03158v1.txt,9,"Assessment of Prediction Intervals Using Uncertainty Characteristics   Curves"
2310.03545v1.txt,5,"Distribution-free risk assessment of regression-based machine learning   algorithms"
2310.04232v1.txt,14,"The WayHome: Long-term Motion Prediction on Dynamically Scaled"
2310.04357v3.txt,9,"Asymptotically free sketched ridge ensembles: Risks, cross-validation,   and tuning"
2310.05401v5.txt,8,"Entropy-MCMC: Sampling from Flat Basins with Ease"
2310.06105v1.txt,6,"Quantifying Uncertainty in Deep Learning Classification with Noise in   Discrete Inputs for Risk-Based Decision Making"
2310.11978v2.txt,9,"Can bin-wise scaling improve consistency and adaptivity of prediction   uncertainty for machine learning regression ?"
2310.12595v3.txt,8,"Bayesian Meta-Learning for Improving Generalizability of Health   Prediction Models With Similar Causal Mechanisms"
2310.12842v3.txt,12,"Model-agnostic variable importance for predictive uncertainty: an   entropy-based approach"
2310.13136v1.txt,3,"Approaches for Uncertainty Quantification of AI-predicted Material   Properties: A Comparison"
2310.15281v1.txt,11,"UncertaintyPlayground: A Fast and Simplified Python Library for   Uncertainty Estimation"
2310.15641v2.txt,5,"Guaranteed Coverage Prediction Intervals with Gaussian Process   Regression"
2310.15952v5.txt,6,"Improving Robustness and Reliability in Medical Image Classification   with Latent-Guided Diffusion and Nested-Ensembles"
2310.16336v1.txt,9,"SMURF-THP: Score Matching-based UnceRtainty quantiFication for   Transformer Hawkes Process"
2310.18814v1.txt,9,"Stability of Random Forests and Coverage of Random-Forest Prediction   Intervals"
2310.19251v4.txt,4,"Pre-trained Recommender Systems: A Causal Debiasing Perspective"
2310.19686v1.txt,6,"Can input reconstruction be used to directly estimate uncertainty of a   regression U-Net model? -- Application to proton therapy dose prediction for   head and neck cancer patients"
2311.00774v1.txt,5,"Conformalized Deep Splines for Optimal and Efficient Prediction Sets"
2311.01723v7.txt,4,"Towards Calibrated Robust Fine-Tuning of Vision-Language Models"
2311.02243v1.txt,0,"Equal Opportunity of Coverage in Fair Regression"
2311.04457v1.txt,1,"Evaluating Uncertainty Quantification approaches for Neural PDEs in   scientific applications"
2311.06427v1.txt,13,"ChatGPT Prompting Cannot Estimate Predictive Uncertainty in   High-Resource Languages"
2311.08309v1.txt,12,"Introducing an Improved Information-Theoretic Measure of Predictive   Uncertainty"
2311.08569v2.txt,9,"Uncertainty Quantification in Neural-Network Based Pain Intensity   Estimation"
2311.08669v2.txt,13,"On the Calibration of Multilingual Question Answering LLMs"
2311.12688v2.txt,8,"On the Out-of-Distribution Coverage of Combining Split Conformal   Prediction and Bayesian Deep Learning"
2312.04950v1.txt,9,"Sequential inductive prediction intervals"
2312.07252v3.txt,11,"Identifying Drivers of Predictive Aleatoric Uncertainty"
2312.07387v2.txt,1,"Wiener Chaos in Kernel Regression: Towards Untangling Aleatoric and   Epistemic Uncertainty"
2312.08399v1.txt,8,"Principled Weight Initialization for Hypernetworks"
2312.09606v1.txt,9,"Reliable Prediction Intervals with Regression Neural Networks"
2312.10116v1.txt,4,"Bayesian Estimate of Mean Proper Scores for Diversity-Enhanced Active   Learning"
2312.10469v2.txt,11,"One step closer to unbiased aleatoric uncertainty estimation"
2312.14193v1.txt,3,"Clustering and Uncertainty Analysis to Improve the Machine   Learning-based Predictions of SAFARI-1 Control Follower Assembly Axial   Neutron Flux Profiles"
2312.17298v2.txt,3,"Empirical fits to inclusive electron-carbon scattering data obtained by   deep-learning methods"
2312.17411v1.txt,3,"Generative Posterior Networks for Approximately Bayesian Epistemic   Uncertainty Estimation"
2401.03350v2.txt,7,"Accurate and Scalable Estimation of Epistemic Uncertainty for Graph   Neural Networks"
2401.04305v3.txt,8,"Advancing Deep Active Learning & Data Subset Selection: Unifying   Principles with Information-Theory Intuitions"
2401.04900v1.txt,14,"SPT: Spectral Transformer for Red Giant Stars Age and Mass Estimation"
2401.06447v2.txt,1,"Uncertainty-aware multi-fidelity surrogate modeling with noisy data"
2401.07733v1.txt,5,"Conformal Approach To Gaussian Process Surrogate Evaluation With   Coverage Guarantees"
2401.12418v1.txt,8,"Towards Improved Variational Inference for Deep Bayesian Models"
2401.17441v1.txt,12,"Explaining Predictive Uncertainty by Exposing Second-Order Effects"
2402.00060v2.txt,12,"Treatment of Epistemic Uncertainty in Conjunction Analysis with   Dempster-Shafer Theory"
